id_pedido,data,categoria,regiao,canal,quantidade,preco_unitario,receita
1182,2024-01-16,Eletrônicos,Nordeste,Site,2,3674.64,7349.28
1183,2024-10-13,Vestuário,Nordeste,Site,2,303.88,607.76
1184,2023-07-06,Vestuário,Sudeste,App,1,68.7,68.7
1185,2023-11-23,Vestuário,Centro-Oeste,Marketplace,4,307.88,1231.52
1186,2024-02-10,Casa,Sudeste,App,4,350.74,1402.96
1187,2024-11-17,Esportes,Sudeste,Site,2,386.5,773.0
1188,2024-09-08,Vestuário,Sudeste,App,2,85.46,170.92
1189,2023-08-16,Eletrônicos,Norte,Marketplace,2,910.89,1821.78
1190,2024-09-11,Eletrônicos,Sudeste,App,3,2050.65,6151.95
1191,2023-04-22,Vestuário,Sudeste,App,1,301.12,301.12
1192,2023-04-28,Esportes,Nordeste,Site,2,556.18,1112.36
1193,2024-12-13,Esportes,Nordeste,Site,2,390.11,780.22
1194,2024-04-13,Esportes,Sul,Site,1,685.99,685.99
1195,2023-05-05,Vestuário,Sul,Site,4,49.39,197.56
1196,2023-12-28,Vestuário,Sudeste,App,4,357.13,1428.52
1197,2024-03-26,Vestuário,Sudeste,Site,3,324.26,972.78
1198,2023-08-28,Esportes,Nordeste,App,3,517.3,1551.9
1199,2024-07-15,Vestuário,Centro-Oeste,Site,4,168.82,675.28
1200,2024-04-12,Eletrônicos,Sudeste,Site,4,2679.94,10719.76
1201,2023-03-29,Esportes,Nordeste,App,2,425.4,850.8
1202,2024-05-28,Esportes,Norte,Site,4,720.12,2880.48
1203,2023-02-06,Eletrônicos,Sudeste,App,4,3828.7,15314.8
1204,2023-04-27,Vestuário,Nordeste,App,3,299.99,899.97
1205,2023-01-05,Casa,Centro-Oeste,Marketplace,1,158.3,158.3
1206,2024-08-23,Vestuário,Centro-Oeste,App,1,339.25,339.25
1207,2024-06-18,Eletrônicos,Norte,App,2,1428.09,2856.18
1208,2023-11-05,Livros,Sudeste,Site,4,39.39,157.56
1209,2024-11-21,Vestuário,Sudeste,App,3,262.87,788.61
1210,2024-06-05,Vestuário,Norte,Marketplace,2,317.09,634.18
1211,2023-10-25,Eletrônicos,Nordeste,App,2,3956.88,7913.76
1212,2023-08-04,Esportes,Sul,App,1,102.32,102.32
1213,2023-07-07,Eletrônicos,Nordeste,App,2,3906.1,7812.2
1214,2024-05-28,Esportes,Sudeste,Site,2,485.45,970.9
1215,2024-09-22,Eletrônicos,Sudeste,Site,3,679.74,2039.22
1216,2023-02-17,Livros,Nordeste,Site,3,50.76,152.28
1217,2024-09-06,Vestuário,Sudeste,App,2,369.76,739.52
1218,2024-10-21,Livros,Nordeste,Site,2,61.19,122.38
1219,2024-06-25,Casa,Sudeste,App,3,886.42,2659.26
1220,2024-02-21,Vestuário,Nordeste,App,3,230.4,691.2
1221,2023-03-03,Esportes,Centro-Oeste,Site,1,105.36,105.36
1222,2024-09-28,Livros,Norte,App,4,31.14,124.56
1223,2024-07-27,Eletrônicos,Sudeste,Marketplace,4,809.72,3238.88
1224,2023-04-29,Casa,Sudeste,Marketplace,2,513.32,1026.64
1225,2024-05-06,Vestuário,Sudeste,App,2,317.76,635.52
1226,2023-08-15,Livros,Sudeste,App,3,101.05,303.15
1227,2024-04-05,Casa,Centro-Oeste,Marketplace,2,483.78,967.56
1228,2024-06-24,Eletrônicos,Sudeste,App,4,1523.47,6093.88
1229,2023-01-05,Vestuário,Sudeste,Site,4,110.1,440.4
1230,2023-03-20,Casa,Centro-Oeste,App,3,76.76,230.28
1231,2023-04-05,Eletrônicos,Sudeste,App,3,1680.44,5041.32
1232,2024-08-16,Vestuário,Sul,Marketplace,1,59.06,59.06
1233,2024-05-07,Esportes,Centro-Oeste,App,1,184.82,184.82
1234,2023-10-18,Livros,Sudeste,Site,1,54.84,54.84
1235,2023-12-15,Eletrônicos,Norte,App,1,1193.54,1193.54
1236,2023-08-17,Casa,Sudeste,App,1,200.13,200.13
1237,2024-12-26,Livros,Norte,Marketplace,3,103.38,310.14
1238,2023-05-28,Eletrônicos,Sudeste,App,2,351.05,702.1
1239,2023-04-03,Esportes,Sudeste,App,2,508.67,1017.34
1240,2023-01-20,Eletrônicos,Sul,Site,1,1533.92,1533.92
1241,2024-01-29,Eletrônicos,Sudeste,Site,2,3317.5,6635.0
1242,2024-08-11,Vestuário,Nordeste,Marketplace,1,317.94,317.94
1243,2023-05-23,Livros,Sudeste,Marketplace,1,52.49,52.49
1244,2024-10-27,Eletrônicos,Nordeste,App,3,744.5,2233.5
1245,2024-02-17,Vestuário,Sudeste,Site,2,195.27,390.54
1246,2024-01-25,Vestuário,Centro-Oeste,Site,3,98.02,294.06
1247,2023-06-23,Esportes,Sul,Site,1,768.49,768.49
1248,2024-06-02,Vestuário,Sudeste,App,4,94.67,378.68
1249,2023-08-07,Livros,Nordeste,Site,1,96.3,96.3
1250,2024-08-17,Livros,Norte,App,3,20.7,62.1
1251,2024-09-28,Vestuário,Sudeste,App,2,93.45,186.9
1252,2023-05-24,Vestuário,Sudeste,Site,3,168.41,505.23
1253,2023-01-10,Esportes,Sudeste,App,3,691.74,2075.22
1254,2024-01-01,Eletrônicos,Sul,App,2,326.29,652.58
1255,2023-08-17,Eletrônicos,Sul,Site,3,2972.0,8916.0
1256,2023-11-14,Vestuário,Sudeste,App,4,41.5,166.0
1257,2024-06-15,Eletrônicos,Sudeste,Site,3,1401.55,4204.65
1258,2023-06-21,Livros,Nordeste,App,3,88.57,265.71
1259,2024-11-15,Vestuário,Sudeste,Site,1,260.25,260.25
1260,2023-05-26,Casa,Norte,Marketplace,2,165.86,331.72
1261,2023-03-11,Esportes,Sudeste,App,1,556.02,556.02
1262,2024-05-20,Livros,Centro-Oeste,Site,1,23.95,23.95
1263,2023-12-22,Eletrônicos,Sul,App,4,3055.5,12222.0
1264,2024-03-31,Casa,Sul,Marketplace,4,656.6,2626.4
1265,2023-06-27,Eletrônicos,Sul,Site,3,815.47,2446.41
1266,2024-08-15,Casa,Sudeste,App,1,170.76,170.76
1267,2024-12-07,Esportes,Sudeste,Site,3,646.72,1940.16
1268,2024-10-09,Vestuário,Sudeste,Site,3,232.71,698.13
1269,2024-06-11,Livros,Sul,App,4,39.21,156.84
1270,2023-03-21,Esportes,Sudeste,App,3,492.41,1477.23
1271,2023-11-28,Livros,Centro-Oeste,App,3,31.79,95.37
1272,2024-12-16,Casa,Nordeste,Site,4,358.47,1433.88
1273,2024-03-16,Casa,Sudeste,Site,3,379.01,1137.03
1274,2024-08-28,Vestuário,Sudeste,App,2,253.2,506.4
1275,2023-07-09,Vestuário,Norte,App,1,52.0,52.0
1276,2024-03-21,Livros,Sudeste,Site,3,77.23,231.69
1277,2024-01-27,Esportes,Nordeste,Site,4,308.22,1232.88
1278,2023-01-26,Eletrônicos,Sul,Marketplace,2,3493.99,6987.98
1279,2024-04-02,Casa,Sudeste,Site,4,664.38,2657.52
1280,2024-07-29,Eletrônicos,Nordeste,Site,2,287.97,575.94
1281,2023-11-04,Eletrônicos,Sudeste,App,2,3312.93,6625.86
1282,2023-07-05,Eletrônicos,Sudeste,App,4,634.57,2538.28
1283,2023-10-04,Eletrônicos,Norte,Marketplace,2,521.16,1042.32
1284,2024-10-04,Livros,Sudeste,Site,2,83.7,167.4
1285,2023-03-28,Eletrônicos,Sudeste,App,3,2701.12,8103.36
1286,2024-05-18,Livros,Sudeste,Site,2,78.95,157.9
1287,2024-12-06,Casa,Sudeste,App,3,423.92,1271.76
1288,2023-11-06,Vestuário,Norte,Site,2,323.8,647.6
1289,2024-02-14,Eletrônicos,Sudeste,App,4,506.51,2026.04
1290,2023-01-16,Vestuário,Sul,App,2,240.31,480.62
1291,2024-09-17,Casa,Sul,App,4,289.47,1157.88
1292,2024-03-13,Vestuário,Sudeste,Site,4,328.13,1312.52
1293,2024-08-15,Vestuário,Sudeste,Site,4,163.26,653.04
1294,2024-06-10,Esportes,Sudeste,App,3,149.63,448.89
1295,2024-05-27,Vestuário,Sudeste,App,1,253.35,253.35
1296,2024-10-18,Esportes,Sul,Site,1,419.44,419.44
1297,2024-03-05,Vestuário,Centro-Oeste,App,2,329.98,659.96
1298,2023-02-14,Esportes,Norte,Site,3,539.61,1618.83
1299,2024-08-08,Eletrônicos,Sul,App,2,3255.4,6510.8
1300,2024-04-01,Eletrônicos,Nordeste,Marketplace,4,3743.14,14972.56
1301,2024-06-27,Casa,Nordeste,App,3,723.85,2171.55
1302,2023-03-30,Casa,Sudeste,App,3,660.02,1980.06
1303,2023-12-27,Vestuário,Sudeste,App,1,355.36,355.36
1304,2024-09-17,Casa,Sudeste,Site,1,90.06,90.06
1305,2023-01-21,Eletrônicos,Sudeste,Site,4,2630.39,10521.56
1306,2023-05-04,Vestuário,Sul,App,4,43.8,175.2
1307,2023-03-31,Eletrônicos,Sudeste,App,2,2337.69,4675.38
1308,2024-01-16,Vestuário,Sudeste,Site,2,311.7,623.4
1309,2023-12-20,Eletrônicos,Sudeste,App,2,2468.89,4937.78
1310,2024-05-21,Vestuário,Sudeste,App,4,248.83,995.32
1311,2023-01-02,Esportes,Sul,Marketplace,3,689.75,2069.25
1312,2023-04-23,Vestuário,Sul,Site,1,146.87,146.87
1313,2024-02-28,Livros,Sudeste,Marketplace,4,84.71,338.84
1314,2024-08-23,Eletrônicos,Sudeste,App,2,2789.51,5579.02
1315,2023-09-09,Vestuário,Sudeste,App,4,324.87,1299.48
1316,2023-05-20,Eletrônicos,Nordeste,App,4,1268.84,5075.36
1317,2024-01-18,Eletrônicos,Nordeste,Site,1,1644.85,1644.85
1318,2023-10-19,Eletrônicos,Nordeste,App,1,3569.01,3569.01
1319,2023-08-20,Eletrônicos,Sudeste,Site,3,2247.73,6743.19
1320,2023-01-13,Vestuário,Nordeste,App,1,373.98,373.98
1321,2023-07-06,Vestuário,Sudeste,App,3,290.87,872.61
1322,2023-07-19,Eletrônicos,Sudeste,Site,3,2586.27,7758.81
1323,2024-10-17,Vestuário,Nordeste,Site,4,178.1,712.4
1324,2024-04-26,Eletrônicos,Norte,Site,1,691.48,691.48
1325,2023-11-21,Livros,Sudeste,Site,3,82.41,247.23
1326,2024-07-17,Casa,Sul,Site,2,845.08,1690.16
1327,2023-12-03,Vestuário,Nordeste,Marketplace,1,53.66,53.66
1328,2024-05-19,Livros,Nordeste,Site,1,47.17,47.17
1329,2024-01-16,Vestuário,Norte,App,2,334.97,669.94
1330,2024-01-02,Vestuário,Sudeste,App,4,267.74,1070.96
1331,2024-06-24,Casa,Sudeste,Site,3,678.44,2035.32
1332,2024-01-16,Casa,Sudeste,App,4,363.72,1454.88
1333,2023-06-13,Esportes,Sudeste,App,2,776.3,1552.6
1334,2023-04-17,Vestuário,Sul,Site,2,318.87,637.74
1335,2023-09-30,Vestuário,Sul,App,4,208.15,832.6
1336,2024-07-01,Livros,Sudeste,App,4,96.54,386.16
1337,2023-02-13,Vestuário,Nordeste,Marketplace,3,71.94,215.82
1338,2023-07-07,Vestuário,Sul,App,4,82.98,331.92
1339,2024-10-16,Vestuário,Nordeste,App,3,119.79,359.37
1340,2024-01-27,Casa,Norte,Site,2,775.39,1550.78
1341,2024-08-07,Esportes,Sudeste,App,2,532.35,1064.7
1342,2023-08-07,Vestuário,Sudeste,App,2,344.94,689.88
1343,2024-06-27,Livros,Norte,Site,4,110.53,442.12
1344,2024-05-22,Casa,Sudeste,App,1,98.45,98.45
1345,2024-03-09,Eletrônicos,Sudeste,App,3,3870.09,11610.27
1346,2023-03-14,Esportes,Sudeste,Marketplace,2,570.85,1141.7
1347,2024-01-28,Livros,Nordeste,App,3,59.47,178.41
1348,2023-10-05,Vestuário,Sudeste,Site,4,40.84,163.36
1349,2024-11-01,Livros,Sudeste,Marketplace,1,50.76,50.76
1350,2023-02-14,Livros,Sudeste,App,3,73.74,221.22
1351,2024-06-04,Vestuário,Sudeste,Site,4,83.21,332.84
1352,2023-06-07,Casa,Sudeste,Site,4,497.45,1989.8
1353,2023-07-04,Vestuário,Nordeste,Site,2,295.47,590.94
1354,2023-08-05,Livros,Sudeste,Marketplace,2,90.54,181.08
1355,2024-12-08,Vestuário,Nordeste,Marketplace,4,201.37,805.48
1356,2024-04-08,Casa,Nordeste,App,3,748.67,2246.01
1357,2023-10-22,Vestuário,Sudeste,Site,2,298.96,597.92
1358,2023-03-30,Eletrônicos,Sul,Marketplace,3,2038.74,6116.22
1359,2023-06-29,Casa,Nordeste,Site,3,724.87,2174.61
1360,2024-10-25,Vestuário,Sul,App,1,198.22,198.22
1361,2024-07-15,Esportes,Sudeste,Marketplace,4,750.05,3000.2
1362,2023-12-11,Casa,Nordeste,Site,3,758.71,2276.13
1363,2024-12-10,Livros,Centro-Oeste,Site,3,114.08,342.24
1364,2024-09-06,Livros,Sudeste,Site,2,115.56,231.12
1365,2024-03-26,Vestuário,Norte,Marketplace,3,245.33,735.99
1366,2024-10-11,Eletrônicos,Norte,App,2,3719.09,7438.18
1367,2024-01-18,Vestuário,Centro-Oeste,App,4,162.74,650.96
1368,2023-09-24,Casa,Sudeste,Marketplace,2,107.9,215.8
1369,2024-05-31,Vestuário,Sul,Marketplace,2,185.43,370.86
1370,2023-02-28,Vestuário,Nordeste,App,1,87.56,87.56
1371,2024-12-05,Eletrônicos,Sudeste,App,4,3534.64,14138.56
1372,2023-08-12,Casa,Sudeste,Site,3,386.81,1160.43
1373,2024-03-30,Eletrônicos,Sudeste,App,1,1636.07,1636.07
1374,2023-03-06,Casa,Sudeste,Site,4,512.89,2051.56
1375,2024-04-18,Casa,Norte,Site,2,748.89,1497.78
1376,2024-11-13,Eletrônicos,Sudeste,App,1,2473.58,2473.58
1377,2024-08-23,Esportes,Norte,App,1,119.75,119.75
1378,2024-06-24,Casa,Sul,Marketplace,4,894.82,3579.28
1379,2024-07-10,Vestuário,Centro-Oeste,Site,3,137.62,412.86
1380,2024-07-20,Esportes,Norte,Site,1,542.22,542.22
1381,2024-11-17,Eletrônicos,Sudeste,Site,2,2790.47,5580.94
1382,2024-07-03,Casa,Sudeste,Site,4,216.62,866.48
1383,2023-01-17,Esportes,Centro-Oeste,App,1,542.83,542.83
1384,2023-06-02,Esportes,Norte,App,2,544.58,1089.16
1385,2023-08-18,Casa,Sudeste,App,1,173.17,173.17
1386,2024-09-15,Casa,Nordeste,Site,2,80.27,160.54
1387,2024-02-23,Casa,Sudeste,Site,1,190.45,190.45
1388,2024-05-31,Livros,Nordeste,App,1,38.61,38.61
1389,2023-12-25,Esportes,Norte,App,3,357.79,1073.37
1390,2024-02-07,Esportes,Nordeste,Marketplace,4,332.12,1328.48
1391,2024-07-09,Esportes,Sul,Site,4,579.96,2319.84
1392,2024-12-15,Casa,Nordeste,App,2,528.51,1057.02
1393,2023-01-11,Vestuário,Sudeste,Site,4,260.1,1040.4
1394,2024-10-15,Eletrônicos,Sul,Marketplace,2,415.71,831.42
1395,2024-01-24,Vestuário,Centro-Oeste,Marketplace,3,145.76,437.28
1396,2024-04-30,Vestuário,Norte,Site,1,153.42,153.42
1397,2023-02-12,Livros,Sudeste,Marketplace,2,36.26,72.52
1398,2024-11-19,Vestuário,Norte,App,3,215.99,647.97
1399,2024-11-07,Vestuário,Sudeste,Site,3,290.65,871.95
1400,2023-09-06,Eletrônicos,Sudeste,Marketplace,1,3619.92,3619.92
1401,2024-02-11,Vestuário,Sudeste,App,1,288.45,288.45
1402,2023-04-23,Eletrônicos,Sul,Site,3,3601.59,10804.77
1403,2023-08-01,Casa,Centro-Oeste,App,1,329.29,329.29
1404,2023-12-25,Vestuário,Nordeste,App,1,269.1,269.1
1405,2023-10-10,Livros,Sudeste,Site,3,66.55,199.65
1406,2023-09-04,Casa,Nordeste,App,3,338.34,1015.02
1407,2024-07-30,Casa,Sudeste,Marketplace,3,303.14,909.42
1408,2023-07-24,Livros,Nordeste,Marketplace,3,91.74,275.22
1409,2023-12-07,Casa,Centro-Oeste,App,1,347.43,347.43
1410,2024-01-07,Eletrônicos,Sul,Site,3,818.09,2454.27
1411,2024-03-31,Casa,Sul,Site,3,468.99,1406.97
1412,2023-09-20,Eletrônicos,Nordeste,Marketplace,1,2308.01,2308.01
1413,2024-02-05,Vestuário,Sudeste,Site,3,331.46,994.38
1414,2023-07-10,Vestuário,Sudeste,App,3,305.21,915.63
1415,2023-07-04,Casa,Centro-Oeste,Site,4,166.85,667.4
1416,2024-11-30,Eletrônicos,Sul,Site,2,689.55,1379.1
1417,2023-11-13,Livros,Sudeste,Marketplace,3,116.1,348.3
1418,2023-05-31,Esportes,Sudeste,Marketplace,2,193.53,387.06
1419,2023-03-18,Vestuário,Sudeste,Marketplace,4,166.03,664.12
1420,2024-10-30,Casa,Sudeste,Marketplace,4,783.19,3132.76
1421,2024-01-06,Eletrônicos,Norte,Marketplace,3,2882.78,8648.34
1422,2023-06-27,Vestuário,Sudeste,Marketplace,4,368.1,1472.4
1423,2023-02-27,Vestuário,Norte,App,2,300.05,600.1
1424,2024-02-03,Casa,Sudeste,App,1,849.78,849.78
1425,2023-01-07,Vestuário,Sudeste,Marketplace,3,312.5,937.5
1426,2024-01-30,Vestuário,Norte,Marketplace,2,155.16,310.32
1427,2023-06-07,Casa,Norte,App,4,831.71,3326.84
1428,2024-11-06,Casa,Sudeste,Marketplace,4,534.84,2139.36
1429,2023-11-14,Livros,Sudeste,Site,2,32.1,64.2
1430,2024-07-10,Eletrônicos,Nordeste,Marketplace,1,1085.88,1085.88
1431,2023-09-21,Eletrônicos,Nordeste,Site,2,3178.19,6356.38
1432,2024-12-23,Vestuário,Sudeste,Site,1,89.29,89.29
1433,2024-11-05,Casa,Sul,Site,3,741.53,2224.59
1434,2023-05-07,Casa,Sudeste,Site,4,822.54,3290.16
1435,2024-09-19,Esportes,Sudeste,Marketplace,1,227.84,227.84
1436,2023-06-14,Eletrônicos,Sul,App,3,2095.5,6286.5
1437,2024-10-30,Vestuário,Sudeste,App,3,328.28,984.84
1438,2024-11-05,Casa,Sudeste,App,1,764.71,764.71
1439,2023-05-29,Livros,Nordeste,App,2,115.77,231.54
1440,2024-11-02,Vestuário,Sul,Site,3,58.09,174.27
1441,2023-11-01,Eletrônicos,Sudeste,Site,2,1965.78,3931.56
1442,2023-04-22,Esportes,Centro-Oeste,Marketplace,3,294.48,883.44
1443,2023-08-16,Livros,Sudeste,App,4,68.73,274.92
1444,2023-07-05,Casa,Sul,Marketplace,4,69.72,278.88
1445,2024-02-18,Esportes,Sul,Marketplace,3,589.57,1768.71
1446,2023-06-22,Vestuário,Sudeste,App,4,376.5,1506.0
1447,2023-01-11,Vestuário,Sudeste,Site,4,210.77,843.08
1448,2024-03-16,Livros,Sul,App,3,84.23,252.69
1449,2024-09-29,Vestuário,Centro-Oeste,Marketplace,2,42.12,84.24
1450,2023-09-27,Esportes,Sudeste,Marketplace,1,59.15,59.15
1451,2024-07-15,Eletrônicos,Sudeste,Site,1,1754.97,1754.97
1452,2023-09-30,Livros,Sudeste,Site,2,50.45,100.9
1453,2023-03-20,Eletrônicos,Nordeste,Marketplace,2,3076.99,6153.98
1454,2024-10-21,Vestuário,Sudeste,Marketplace,4,344.86,1379.44
1455,2024-03-15,Livros,Nordeste,App,4,110.57,442.28
1456,2023-01-19,Esportes,Sul,Marketplace,3,566.07,1698.21
1457,2024-09-12,Livros,Sul,App,4,91.76,367.04
1458,2024-12-30,Vestuário,Nordeste,App,1,191.2,191.2
1459,2023-03-13,Vestuário,Sul,Marketplace,1,266.21,266.21
1460,2023-12-16,Casa,Sul,App,1,274.21,274.21
1461,2024-08-16,Casa,Sudeste,Site,3,399.77,1199.31
1462,2023-12-04,Vestuário,Sul,Site,2,347.34,694.68
1463,2023-05-05,Vestuário,Sudeste,Site,4,238.55,954.2
1464,2024-08-31,Eletrônicos,Sul,Site,1,3775.22,3775.22
1465,2023-09-28,Vestuário,Nordeste,Site,4,121.19,484.76
1466,2024-03-24,Livros,Sudeste,App,4,76.45,305.8
1467,2024-04-02,Casa,Sudeste,App,4,416.15,1664.6
1468,2024-03-28,Casa,Nordeste,Site,4,69.26,277.04
1469,2024-02-23,Livros,Norte,Site,1,32.06,32.06
1470,2024-10-24,Livros,Sul,Site,2,44.34,88.68
1471,2024-07-12,Esportes,Centro-Oeste,App,4,799.54,3198.16
1472,2024-03-27,Esportes,Norte,App,1,404.64,404.64
1473,2023-11-14,Livros,Nordeste,Site,1,62.21,62.21
1474,2023-04-04,Esportes,Centro-Oeste,Site,3,594.51,1783.53
1475,2023-11-06,Eletrônicos,Centro-Oeste,Site,2,2937.0,5874.0
1476,2023-07-02,Eletrônicos,Nordeste,App,1,2669.97,2669.97
1477,2024-11-25,Vestuário,Nordeste,Marketplace,3,61.38,184.14
1478,2024-02-12,Esportes,Sul,Marketplace,4,665.68,2662.72
1479,2024-10-09,Vestuário,Nordeste,Site,3,200.09,600.27
1480,2024-02-06,Vestuário,Norte,App,3,224.59,673.77
1481,2023-02-19,Livros,Sudeste,Site,3,70.41,211.23
1482,2024-01-07,Vestuário,Sudeste,App,3,212.63,637.89
1483,2024-12-28,Livros,Norte,Site,4,98.02,392.08
1484,2023-02-10,Vestuário,Centro-Oeste,Marketplace,3,41.58,124.74
1485,2023-08-07,Esportes,Sudeste,Marketplace,2,504.54,1009.08
1486,2023-02-09,Vestuário,Centro-Oeste,App,3,43.14,129.42
1487,2024-10-09,Livros,Sudeste,App,4,71.11,284.44
1488,2023-10-07,Eletrônicos,Nordeste,Marketplace,3,1204.81,3614.43
1489,2023-12-25,Vestuário,Nordeste,Site,3,302.36,907.08
1490,2024-09-12,Vestuário,Sudeste,Site,1,84.63,84.63
1491,2023-07-24,Livros,Sudeste,App,1,71.43,71.43
1492,2023-07-09,Casa,Sudeste,App,2,373.21,746.42
1493,2023-11-23,Casa,Sudeste,Marketplace,1,898.46,898.46
1494,2023-06-08,Vestuário,Sudeste,App,1,228.45,228.45
1495,2023-09-17,Vestuário,Sul,Marketplace,4,388.38,1553.52
1496,2024-01-11,Eletrônicos,Nordeste,App,3,3220.08,9660.24
1497,2024-07-28,Esportes,Sudeste,Marketplace,2,405.75,811.5
1498,2024-07-13,Vestuário,Sudeste,App,2,377.91,755.82
1499,2024-05-06,Casa,Sudeste,App,4,746.88,2987.52
1500,2023-08-13,Casa,Sul,Site,1,233.49,233.49
1501,2023-02-22,Vestuário,Sul,Marketplace,3,255.75,767.25
1502,2024-08-19,Esportes,Sul,App,3,600.9,1802.7
1503,2024-01-08,Eletrônicos,Nordeste,App,1,2178.81,2178.81
1504,2023-03-17,Vestuário,Sul,Site,2,114.67,229.34
1505,2023-01-24,Eletrônicos,Nordeste,Site,1,3727.91,3727.91
1506,2023-06-14,Casa,Sudeste,App,3,438.91,1316.73
1507,2023-04-09,Livros,Sudeste,App,3,93.48,280.44
1508,2024-09-21,Casa,Sudeste,Marketplace,2,120.42,240.84
1509,2024-11-30,Livros,Centro-Oeste,Site,3,48.86,146.58
1510,2024-05-31,Eletrônicos,Sudeste,Site,1,2623.16,2623.16
1511,2023-06-20,Livros,Sudeste,Site,3,62.39,187.17
1512,2023-07-12,Eletrônicos,Sul,Site,3,3128.37,9385.11
1513,2023-08-17,Vestuário,Sul,Marketplace,2,310.87,621.74
1514,2024-03-08,Esportes,Sudeste,Site,1,83.98,83.98
1515,2023-06-06,Casa,Sudeste,App,2,212.84,425.68
1516,2023-08-08,Vestuário,Sudeste,Site,2,102.88,205.76
1517,2023-05-30,Livros,Sudeste,Marketplace,2,61.87,123.74
1518,2024-10-01,Vestuário,Sul,App,1,195.64,195.64
1519,2024-07-18,Vestuário,Nordeste,App,1,239.25,239.25
1520,2023-01-25,Esportes,Sudeste,Site,1,349.45,349.45
1521,2023-02-18,Eletrônicos,Centro-Oeste,Site,4,1369.97,5479.88
1522,2023-10-21,Casa,Nordeste,Marketplace,1,843.82,843.82
1523,2024-10-16,Livros,Sudeste,Site,4,41.36,165.44
1524,2024-11-08,Eletrônicos,Sul,App,2,3535.84,7071.68
1525,2023-09-19,Livros,Sudeste,Marketplace,2,49.17,98.34
1526,2023-04-12,Eletrônicos,Norte,Marketplace,4,2071.79,8287.16
1527,2023-01-24,Vestuário,Nordeste,App,1,127.4,127.4
1528,2024-09-12,Casa,Nordeste,App,1,898.49,898.49
1529,2023-07-26,Esportes,Sudeste,App,1,512.62,512.62
1530,2024-12-25,Casa,Sudeste,App,2,589.42,1178.84
1531,2023-02-25,Casa,Sudeste,Marketplace,4,52.22,208.88
1532,2023-10-27,Vestuário,Norte,App,3,51.5,154.5
1533,2023-04-22,Casa,Sudeste,Site,2,386.62,773.24
1534,2024-05-27,Eletrônicos,Sudeste,App,3,3607.93,10823.79
1535,2023-12-10,Casa,Sul,Site,2,695.11,1390.22
1536,2023-03-19,Eletrônicos,Sudeste,Marketplace,2,1806.59,3613.18
1537,2023-09-20,Vestuário,Sudeste,Site,1,162.19,162.19
1538,2023-02-25,Casa,Nordeste,Site,2,105.36,210.72
1539,2023-02-01,Eletrônicos,Sudeste,Site,2,3820.94,7641.88
1540,2023-12-17,Casa,Sudeste,Site,2,865.96,1731.92
1541,2024-02-25,Casa,Sul,App,1,99.22,99.22
1542,2024-11-18,Livros,Sul,Site,3,50.38,151.14
1543,2024-12-28,Livros,Nordeste,Site,1,70.17,70.17
1544,2023-05-23,Casa,Sudeste,App,4,173.52,694.08
1545,2024-11-20,Casa,Sudeste,App,2,555.4,1110.8
1546,2023-04-10,Eletrônicos,Sudeste,Site,1,2392.0,2392.0
1547,2023-04-19,Eletrônicos,Norte,App,4,613.35,2453.4
1548,2023-02-06,Eletrônicos,Sudeste,Site,2,981.76,1963.52
1549,2024-12-26,Esportes,Norte,Site,3,495.91,1487.73
1550,2024-09-19,Esportes,Sudeste,Site,3,502.27,1506.81
1551,2024-12-13,Casa,Sudeste,Site,4,616.63,2466.52
1552,2024-11-16,Vestuário,Sudeste,Marketplace,2,86.13,172.26
1553,2023-12-17,Eletrônicos,Nordeste,App,3,3990.48,11971.44
1554,2024-11-10,Esportes,Sudeste,App,3,111.05,333.15
1555,2024-11-24,Vestuário,Norte,Site,3,101.65,304.95
1556,2023-05-15,Livros,Sul,Site,1,32.68,32.68
1557,2024-11-07,Vestuário,Centro-Oeste,App,3,357.37,1072.11
1558,2023-09-12,Livros,Sul,App,3,41.12,123.36
1559,2024-11-19,Livros,Centro-Oeste,Marketplace,4,103.47,413.88
1560,2024-05-10,Vestuário,Sudeste,Marketplace,4,44.55,178.2
1561,2024-08-03,Casa,Centro-Oeste,App,1,504.3,504.3
1562,2024-09-04,Vestuário,Sudeste,App,1,288.44,288.44
1563,2024-03-15,Vestuário,Sudeste,Marketplace,2,309.73,619.46
1564,2024-11-17,Vestuário,Nordeste,Marketplace,1,363.76,363.76
1565,2023-08-04,Eletrônicos,Sudeste,App,2,402.49,804.98
1566,2024-07-23,Eletrônicos,Sudeste,Site,3,1078.39,3235.17
1567,2024-04-15,Livros,Sul,Marketplace,4,26.89,107.56
1568,2024-08-14,Vestuário,Nordeste,App,3,376.03,1128.09
1569,2024-11-06,Eletrônicos,Sudeste,Marketplace,1,1475.59,1475.59
1570,2023-12-01,Vestuário,Centro-Oeste,Marketplace,3,353.51,1060.53
1571,2023-05-13,Vestuário,Nordeste,Marketplace,3,354.43,1063.29
1572,2024-05-03,Vestuário,Sudeste,App,4,199.7,798.8
1573,2024-05-03,Eletrônicos,Sudeste,Site,3,3698.47,11095.41
1574,2024-01-21,Eletrônicos,Sudeste,App,2,3644.44,7288.88
1575,2023-08-14,Livros,Sul,Marketplace,4,26.25,105.0
1576,2024-03-27,Vestuário,Sudeste,App,2,387.86,775.72
1577,2023-10-15,Livros,Sudeste,Site,3,22.57,67.71
1578,2024-05-08,Casa,Nordeste,Marketplace,1,535.46,535.46
